Restaurant Name,Author,Review
White Fence Cafe,Roy Grimm,We had a great breakfast and 1 dinner there.. I loved their French toast.. Apples cinnamon butter maple sauce! Apple cashews salad was ok. Place is nice and coffee was good.
White Fence Cafe,Shawn Kim,"kindness. ripple softness. The churros are just average, so I don't think you need to order them. Four stars for opening the door even on Christmas"
White Fence Cafe,riven gabuco,Nice ambience and good filipino breakfast food
White Fence Cafe,Hili,The place is very cute and the staff are very friendly..
White Fence Cafe,tito duque,"Place was about average. Eating place was inadequate. Overall is about average, nothing extraordinary."
White Fence Cafe,Rhenj'z Vasquez,Good food and great staff.
White Fence Cafe,Wex Carlos,Great food and very nice ambiance ????
White Fence Cafe,Sander Andan,great ambiance good food ????????
White Fence Cafe,Luanne dela Cruz,"It's a very cute,instagrammable place"
White Fence Cafe,Maiah Sabijon - Letany,Cozy and good food
White Fence Cafe,Ivy Rose Escabillas Padilla,We always love to dine at white fence.. my kids and i are very much comfortable and at peace with the ambiance and ofcourse together with the great food.. great crew.. Perfect..
White Fence Cafe,Yogsc Cuerdo,"Well thought menu, great food and excellent service!"
Painted Table,bruce fronteras,Service: Dine in Meal type: Lunch Food: 4 Service: 4 Atmosphere: 5 Parking space: Plenty of parking Parking options Free parking lot
Painted Table,Rina Ryan,Service was slow. Staff didn't seem to know what they were doing; took 3 people to make my mango shake. Food was terrible and portions were a joke. My partner and l also had LBM right after eating here.
Painted Table,Salvatore Alaimo,"Poor service, poor food. Not sure if the food is inspired to the Italian cuisine (as almost half of their menu has Italian plates), but definitely far far away from the proper italian plates weve got in my country."
Painted Table,Leslie Dunham,"The variety of food is incredible! I dont know how they have enough space for all the ingredients to make so many different types of dishes and do it so well. Youll for sure find a dish that suits everyones taste. (You can even ask for their secret Filipino menu). Customer service is top notch as well, at the level of 5 star restaurants. I highly recommend this place!"
Painted Table,Ulrika Forslund,OMG! Amazing ribs and the mango shake was superb
Painted Table,Roslin Dizon,"Service is great, but food is just average"
Painted Table,happyhani,nacho basket is the best!!
Painted Table,Boyan Dobrev,Really great place with wonderful service. Food is delicious and it feels like they use high quality products. Will definitely come back a few more times. Only too bad they dont have alternatives to cows milk (suck as almond milk). And the wifi is painfully slow.
Painted Table,John Drummond,"Came here for our last night in PP. We heard about it via local artist Mark Garcia and had passed by the hotel a few times which looked attractive. The waiting staff were extremely attentive (personally too much for me at one point as I like to read the menu without being stood over). However they were so kind, knowledge about the menu and allergies and we overheard them being familiar with cultural differiences ie. No certain types of meat. Jerick tried to teach us some Tagalog and we had a laugh singing Sibbiana/Baby co. The venue was clean, querky and beautiful. We would have liked to see a drinks menu but remembered a cucumber lemonade from the reviews , perhaps we should have stuck to calamansi - it was nice but more like a green ice smoothie than traditional cucumber lemonade! I ordered pork ribs which came with corn and onion rings, my other half ordered chicken which came with mash and vegetables. Both thought food was exceptional quality for value and considering location. We bought a mango qusidia for desert (this did not look so appetising - see image- like green mould! But was tasty, similar to a thick crep) as well as spicy chocolate moose with merange which was delicious ( I had food envy)!!! No toilet roll in toilet but otherwise a great experience. Highly recommend."
Painted Table,Claudia Baptista,Amazing food and super friendly and helpful staff!
Painted Table,Jessica Chiaraluna,Best shrimp tacos Ive ever had. We went during the lunch rush so it did take a little while to get but they were well worth the wait!
Painted Table,Stanley Go,Their food was delicious! Ribs were soft and tasted amazing. Their portions for quesadillas and tacos could be a bit bigger but it was still filling nevertheless.
Painted Table,Mike Dela Paz,"Food is great, staff was super nice (special shout out to Sir John). Price of food is mid range but it really is worth it. Try their Jaladas Dinamitas & Flan de Casero. The place is just a few meters away from the airport so you can make this your last stop and then easily walk to the airport."
Painted Table,Maiah Viara,"The food was absolutely wonderful, from preparation to presentation, very pleasing. I especially enjoyed the Basil and lemon drink. I love their appetizer Flauta Picadillo, wish it wasn't just two pcs. Oh and very good customer service."
Painted Table,Ana Maria Soriano,"Had dinner with my daughters here. We loved all the food that we ordered, from appetizers, main course to desserts. The fruit shakes were so refreshing with just the right combination of herbs. Service was also fast and great!"
Painted Table,Enrique Roa,My wife and I decided to forego the planned local grilled cuisine dinner and instead went by chance for Mexican fare. We were pleasantly surprised at the quality of the ingredients and in how well each dish was prepared. Painted Table is probably one of the best restaurants in Puerto Princesa.
Painted Table,Martina B,"Lovely tacos, tried 5 different ones and they were all delicious with well thought out flavors. Great watermelon smash too."
Painted Table,Kev O,"Food amazing, went there twice. Same experience. Staff very helpful, will literally to jump to assist you. Great decor, and great vibe"
Painted Table,Kristine Tsoulfa,"Best food experience in Philippines so far! Amazing tacos, and also the desserts are so delicious! We came here twice. My only comment is, that I wish they would let all the personnel taste all the dishes, cause I asked for recommendations for my dessert etc, and they couldn't say how it was because they hadn't tasted it. I find it to be weird for such a high end place and not all professional."
Pizzeria Roma,Philip Telan,I didnt have to get to italy to eat authentic italian! Chef / owner is italiano! Delizioso!!!! Food: 5 Service: 5 Atmosphere: 3
Pizzeria Roma,Jack Irwin,"Great food, lovely service. Probably the best meal I've had in the Philippines. Service: Dine in Meal type: Dinner Price per person: ?400600 Food: 5 Service: 5 Atmosphere: 5"
Pizzeria Roma,Selma BEN AMOR,I highly recommend ! A delight
Pizzeria Roma,lucile jouis,"TO FLEE ! I never put bad comments but there I have to, do not rent a scooter from them! We are 2 French women, we wanted to rent a scooter, the restaurant lady ripped us off on the price and did not want to refund us the difference she owed us, even though we came back with the scooter earlier. On top of that the lady is very sour and not very friendly, first real bad experience, I do not recommend at all"
Pizzeria Roma,Dani Werder,Service: Dine in Meal type: Lunch Food: 5 Service: 5 Atmosphere: 5
Pizzeria Roma,Romane Sechet,"to avoid, the lady is not at all friendly nor commercial Service: Dine in Meal type: Lunch Price per person: ?400600"
Pizzeria Roma,Zuzanna Gwiazdonik,Delicious Italian thin crust pizza. Very nice and helpful owner. Highly recommended Service: Dine in Price per person: ?400600
Pizzeria Roma,Selma Femtehjell,"Delicious italian pizza! 14"" is good for two people. Friendly owners and a big plus for vegetarian options:) Service: Dine in Meal type: Lunch Food: 5 Service: 5 Atmosphere: 4"
Pizzeria Roma,Stringer Bell,First of all the owner an Italian guy is a wonderful and friendly gentleman - and being Italian well you just know how good the food is gonna be! I had a 14inch pizza and ate it all myself. It was so delicious. Lovely crispy crust thin and light dough with amazing and top quality ingredients for the toppings! Service: Dine in Meal type: Dinner Price per person: ?600800
Pizzeria Roma,Angel Pachon Cortijo,"Incredible Pizzas! I just though for a moment that I was in Italy again. All the Pizzas are hand made by the owner (a 100% Italian Chef) with a top quality ingredients. The service was very good, fast and the owners are very nice. It's a place to visit if you are at puerto princesa and you want to remember the real flavour of an Italian Pizza."
Pizzeria Roma,Kristine Ramos,Fantastic pizza Service: Delivery Meal type: Dinner Price per person: ?400600
Pizzeria Roma,Aitor Márquez Mellado,"I don't put more because it won't let me. He must be the only cook in the Philippines, or one of the only ones. Very competent prices, quality ingredients and good cooking. Unbeatable treatment, unbeatable food, pleasant place and very attentive. It has been like finding an oasis in the Sahara. Thanks a lot."
Pizzeria Roma,Mehdi Daroui,"Worst restaurant. No organization, I wanted to order a pizza and they made me go crazy for more than an hour and in the end just told me they couldn't deliver to my place. Better go somewhere else they will ruin your evening and waste your time."
Pizzeria Roma,Ashley Hammond,"So glad we chose this place for a family dinner, perfect pizza and lovely hosts, very reasonable prices as well, we will be back. Service: Dine in Meal type: Dinner Price per person: ?200400"
Pizzeria Roma,Rune Sonne,"We had two big pizza for dinner. It's was tasty and hot from the oven. I added gorgonzola and garlic decent price. Two days later I went back for a spaghetti with vegetables for lunch. Really good. It's a small restaurant so if you're not showing up early, you might have to wait to get a table. Busy spot - Italian and Philippine owners Vegetarian options: Pasta - spaghetti - pizza Service: Dine in Meal type: Dinner Price per person: ?600800 Food: 4 Service: 4 Atmosphere: 3"
Pizzeria Roma,Philipp,After a long travel day we found this little Italian gem next to our Hotel. The pizza was great and the owners super nice! You could see that they care about the food and happy customers - definitely can recommend
Pizzeria Roma,Pablo López,"The pizza is probably the best I had in my life, and I consider myself a person who had already tryed pizzas in hundreds of places. If you really look for a good pizza in Puerto Princesa do not even think it twice. Just go to Roma. I think I had 4 pizzas already in 3 days. And I will probably order one more tonight. It is simply amazing. Parking: I'm not familiar with Puerto Princesa, but with the motorbike it will not take more than 5-10 minutes to get there. The parking is good for your car or tour motorbike. Service: Dine in Meal type: Lunch Price per person: ?400600"
Pizzeria Roma,Radoslav Vojtechovsky,"I think the best pizza I could eat in the Philippines, very pleasant owner and handmade pizza, great taste and excellent atmosphere, in short, excellent Service: Dine in Meal type: Lunch Price per person: ?400600 Food: 5 Service: 5 Atmosphere: 5 Parking space: Plenty of parking Parking options Free parking lot, Free street parking"
Pizzeria Roma,Hung Ruei Chang,Delicious Pizza & Pasta Nice bear must-try!!! Service: Dine in Meal type: Dinner Price per person: ?200400 Food: 5 Service: 5 Atmosphere: 5
Pizzeria Roma,Niklas Jäger,Best Italian restaurant in the whole Philippines! Roberto is the king. If you are in Puerto Princesa you should come here for dinner!
L element Bar and Seafood Restaurant,Koos Mulder,"Very good Chinese food, like it."
L element Bar and Seafood Restaurant,Frank Williams,"Great food and close to blue lagoon hotel,,very nice place"
L element Bar and Seafood Restaurant,J L,"Authentic Chinese. We truly enjoyed our experience here. We ordered three appetizers and two main dishes. Portions were larger than expected and all tasted fantastic. As others had mentioned, orders came out pretty quickly."
L element Bar and Seafood Restaurant,werner debooij,"Good food, even for take out"
L element Bar and Seafood Restaurant,Jason,The food was awesome!!
L element Bar and Seafood Restaurant,Lukas Groß,"Very solid good food. Nice variety, the food came quick and tasted good. Dont understand why this place was so empty compared to others in the street. Prices are ok for the portions."
L element Bar and Seafood Restaurant,Kho Khoivy,"Good n fresh seafood, MUST have good cook"
L element Bar and Seafood Restaurant,yu hsiang Lin,"???????,????????,??????????,???????????,????????????Very good restaurant,I think this is the best asia fusion style food in town,must try their Lelement crispy fried chicken,mango fish and beef hofen...I recommend try everything,you will not regret."
L element Bar and Seafood Restaurant,Chrys Iniego,Value-for-money food
L element Bar and Seafood Restaurant,Mark Junil Espinosa,Something unique in Palawan. Very delicious food!
L element Bar and Seafood Restaurant,Verena Scheer,One of my favorite places to eat! Their food is superb!
L element Bar and Seafood Restaurant,Susan Valencia,"Nice food... I loved their exclusive aircon room ideal for families with kids, who are restless and enjoy eating while chatting."
L element Bar and Seafood Restaurant,Monica  Yeh,Excellent dishes
L element Bar and Seafood Restaurant,Butch Dajao Hontanosas,I love the food. The place is cozy. I definitely come back for more!
L element Bar and Seafood Restaurant,Mary Grace Abdon Arambulo,"For me "" Hongkong's best dishes are now here in Palawan""... Asian Fusion... Loving every bite!"
L element Bar and Seafood Restaurant,Mimi Huang,Experience good Chinese food plus nice ambience. Must try their cocktail drinks.
L element Bar and Seafood Restaurant,Renee Lin,Very nice food
Wines Cold Cuts Restaurant Cortes Albao,Ludo Nijsten,"Disappointed is what i can say.Not about the plate shortcuts we had but about the place itself.We had the shortcuts for 1400 peso.This was very good.But my meaning the sheap toasted bread is not my idea with Spanish tapas.I don't know where the people got the tapas pictures from on this page, you can't find them on the menu.The half of the place itself looks like a place in the back somewhere,with a fridge, fan,publicity board,a cooler or rubbish bin,boxes of beer.Those things do not belong in a restaurant to make it cozy.A pity."
Wines Cold Cuts Restaurant Cortes Albao,Joan Marc Chiné Vendrell,"Great place, wonderfull food and amazing people."
Wines Cold Cuts Restaurant Cortes Albao,Lou Lacson Kisling,"A perfect ambience to visit. The menu is perfect w/ style, friendly staff and very assisting to the customers???? wine is perfect ???????? ????????????"
Wines Cold Cuts Restaurant Cortes Albao,Tere Mendoza Lauron,A fine wine night on a warm evening with loveedoo!
Wines Cold Cuts Restaurant Cortes Albao,Jefrie Sahagun,"Wife and I love this taste-of-Europe-go-to-place of ours. Excellent imported ham and cold cuts selection. If youre having a hard time choosing, get the sampler. Love the ham-my smell of the place. Owner-manager couple and staff are very warm, amiable, attentive and thoughtful. Our best wishes to Cortes! The only one of its kind in the entire Palawan."
Wines Cold Cuts Restaurant Cortes Albao,Jefrie Sahagun,"Wife and I love this taste-of-Europe-go-to-place of ours. Excellent imported ham and cold cuts selection. If youre having a hard time choosing, get the sampler. Love the ham-my smell of the place. Owner-manager couple and staff are very warm, amiable, attentive and thoughtful. Our best wishes to Cortes! The only one of its kind in the entire Palawan."
Wines Cold Cuts Restaurant Cortes Albao,Ann Cortes,Should try it food are delicious and have different wines options.
Wines Cold Cuts Restaurant Cortes Albao,Sergey Suslov,One of the best restaurants in Puerto Princesa! Cold wine and great tapas!
Wines Cold Cuts Restaurant Cortes Albao,Val ,Very delicious Spanish dishes in a fusion style. A good choice of wine and jamon. The staff is very friendly!
Wines Cold Cuts Restaurant Cortes Albao,Daniel Reedman,Amazing Restaurant with great service and delicious food ????
Wines Cold Cuts Restaurant Cortes Albao,Hans Wurst,"Awesome hidden gem, loved this place, the service and the food and wine!"
Wines Cold Cuts Restaurant Cortes Albao,Ica Divinagracia,Very good food & friendly hosts!! Must try their bellota!!!
Wines Cold Cuts Restaurant Cortes Albao,alexis gillard,"The place to be if u miss your favorite food . Wine , charcuterie and chess . Nice ambiance and very good staff . Bon appétit et bon apéro à tous ;)"
Wines Cold Cuts Restaurant Cortes Albao,Loida charvat,"Kudos to the people behind, kakaiba ung offer nila na mga spanish cold cuts, perfect e pair sa wine while hanging out with friends plus the ambience i like the most so chilly.. The staff was nice and very neat sa uniform nila.. Keep up the quality service.. Wish for the good endeavors! Congratulations!"
Wines Cold Cuts Restaurant Cortes Albao,Gabriela Rached,"AMAZING!!I went to this hidden gem with my family and I have no words to describe how amazing the experience was.. Im a wine lover and Im crazy about tasting different kinds of Spanish hams, cheeses and tapas and this place filled all my expectations about that. The food was incredible and the prices were perfect, definitely worth it!! The place was super cozy and the service was so friendly that it felt like home. If you are looking for a good place to taste different wines and cold cuts you have to come and if you are not, you should give it a try because you wont regret!! Best place in Puerto Princesa without any doubt."
Wines Cold Cuts Restaurant Cortes Albao,Jose A. Moya Rojo,The service was very kind and wines were amazing Must get back!
Wines Cold Cuts Restaurant Cortes Albao,Jose Rached,"Great Place, wide selection of great wines and cold cuts.The service was amazing. And prices are even better.Fully recommended. A must go while in town.Cheers"
Wines Cold Cuts Restaurant Cortes Albao,Sergio Montoya,Comida exquisita. Somos españoles y realmente nos sentimos como en casa.
Wines Cold Cuts Restaurant Cortes Albao,Luciana Fabiano,Totalmente recomendable. Hemos comido excelente y nos atendieron mejor. Para colmo recibimos la invitación del sr. U.Kisling de una picada riquísima.
Balinsasayaw Chicken Grill and Restaurant,Mack Benjamin Javarez,Food: 5 Service: 5 Atmosphere: 5
Balinsasayaw Chicken Grill and Restaurant,Marriane Paduga,Service: Dine in Meal type: Lunch Price per person: ?1200 Food: 5 Service: 3 Atmosphere: 4 Recommended dishes: BBQ Chicken Leg
Balinsasayaw Chicken Grill and Restaurant,CLARK WALKER,"Good food at a reasonable price. They have many tables. They can accommodate large groups easily. There is a jungle, leafy atmosphere Service: Dine in Meal type: Dinner Price per person: ?400600 Food: 3 Service: 4 Atmosphere: 4"
Balinsasayaw Chicken Grill and Restaurant,Joseph Carbonell jr,"Service: Dine in Meal type: Lunch Price per person: ?1200 Food: 4 Service: 4 Atmosphere: 4 Recommended dishes: Crispy Pata, BBQ Chicken Leg, Pork Spareribs WI Rice"
Balinsasayaw Chicken Grill and Restaurant,Hyeyoon S,This restaurant has such a nice atmosphere. I highly recommend this outdoor cabana table that you can't find anywhere else. Desserts are especially delicious. The menu is reasonably priced and the staff is friendly. Food: 5 Service: 5 Atmosphere: 5
Balinsasayaw Chicken Grill and Restaurant,K Abrams,"Portions are HUGE! Delicious food and the ambiance was great. All outside dining, so be prepared. Service: Dine in Meal type: Dinner Price per person: ?1,0001,200 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Pork Liempo, Crispy Pata"
Balinsasayaw Chicken Grill and Restaurant,Harry Johnson,Sadly not what it was. Food and service complacent and place untidy - long wait for order - poor parking Not good value Wheelchair accessibility: Difficult to manage and no facillities / washroom Service: Dine in Meal type: Dinner Price per person: ?600800 Food: 2 Service: 3 Atmosphere: 4
Balinsasayaw Chicken Grill and Restaurant,Rowland Alarcon,Service: Dine in Meal type: Dinner Food: 3 Service: 4 Atmosphere: 4 Recommended dishes: BBQ Chicken Leg
Balinsasayaw Chicken Grill and Restaurant,FamiliaTV,"Service: Dine in Meal type: Dinner Price per person: ?400600 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Pork Sisig, Seafood Platter"
Balinsasayaw Chicken Grill and Restaurant,Regine Eunice Cruz Mayo,"The best Sisig in town for us. Friendly staff, we have been eating here since 2017. Service: Dine in Meal type: Dinner Price per person: ?200400 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Pork Sisig, Crispy Pata Parking options Free parking lot"
Balinsasayaw Chicken Grill and Restaurant,Roza,with volume Reasonably priced coffee Food: 4 Service: 5 Atmosphere: 5
Balinsasayaw Chicken Grill and Restaurant,Jonathan Limos,Quality foods Service: Dine in Meal type: Dinner Price per person: ?400600 Food: 5 Service: 5 Atmosphere: 5
Balinsasayaw Chicken Grill and Restaurant,aleli antonio,Food: 3 Service: 4 Atmosphere: 3
Balinsasayaw Chicken Grill and Restaurant,Grace Maria Regina Bengzon,"The chicken binakol which was recommended was good. Enjoyed the soup. Parking: We were able to park near the entrance Service: Dine in Meal type: Lunch Food: 3 Service: 3 Atmosphere: 3 Parking space: Plenty of parking Parking options Free parking lot, Free street parking"
Balinsasayaw Chicken Grill and Restaurant,Michael Maga-ao,I have always loved their spare ribs. One of my favorite place since the time when famous fast food chains were not around yet in Palawan. Food: 4 Service: 5 Atmosphere: 4
Balinsasayaw Chicken Grill and Restaurant,Julius Dangca,Food: 5 Service: 5 Atmosphere: 5
Balinsasayaw Chicken Grill and Restaurant,Walter Jeffries,Excellent establishment. Beautiful place and delicious food. Spent a week here scuba diving and ate here three times. My favorite.
Balinsasayaw Chicken Grill and Restaurant,MARICEL TUMAMAC,I love their foods Service: Dine in Meal type: Lunch
Balinsasayaw Chicken Grill and Restaurant,Kévin Diésailes,Service: Dine in Meal type: Lunch Food: 4 Service: 5 Atmosphere: 5
Balinsasayaw Chicken Grill and Restaurant,Grace Bacomo,I love dining here... Service: Dine in Meal type: Lunch Food: 5 Service: 5 Atmosphere: 5
The Orange Gecko Tagua'n,Zamboanga Homes Best,"We had a bad experience with this hotel, we check in together with 5 seniors, we book for 4 rooms and it was around 8k plus for 4 rooms, we havent sleep well because it was super hot as in mainit. Yung ac nila is defective ba idk basta all rooms are hot super init. I hope they will take actions on this kase we havent slept well and we woke up in the Middle of the night sweating s sobrang init. Anyhow the staff are friendly pero yung ac ang init sobra."
The Orange Gecko Tagua'n,Robin Gould,"I use this place for a location to work, relax, eat and use the pool when living in Puerto! Also stayed there one night! Rooms are very clean and beautiful! Food here always lovely! Definitely one of my favourite spots in Puerto!"
The Orange Gecko Tagua'n,Phil Fray,"If your looking for a Hotel with Wifi services available, as well as a all day restaurant within it for Breakfast, Lunch and Dinner, this is the place in Puerto Princessa City in Palawan. Modest Air-conditioned rooms boast a decent hot water shower, which comes with a fridge stocked with mini bar if you choose.. Live music available however time I was there pandemic altered that. The artwork and misc. Items throughout the lobby / bar/ kitchen are I remember being most intriguing, featuring local artist paintings, along with a true tropical feel which adds to this unique environment. Has an incredible pool which you can invite others to join for a combined day of eating and drinking poolside for a modest 500 Pesos per person daily fee. Which is the norm. throughout all the Hotels I've stayed at here in Puerto Princessa. Staff was very kind and helpful in orchestrating my needs as for me being brand new to the Philippines and area proved very helpful. Children friendly , with various games available for them. Along with a decent library to find a book to relax by the pool with. A full bar is available for adults also."
The Orange Gecko Tagua'n,Tom Van Dyke,"We are looking forward to our return after a wonderful and relaxing stay. Owners are very personable and restaurant and pool round out a wonderful place to stay. We had the ""honeymoon suite"" ;)"
The Orange Gecko Tagua'n,Keith Mikkelson,Located near the airport this food is for takeout
The Orange Gecko Tagua'n,Erwin Pascua Sese,Very accommodating Palaweños received us here
The Orange Gecko Tagua'n,sheila apaitan,Thank you..ang ganda sulit sa budget.
The Orange Gecko Tagua'n,Bingsu,"The food is good, but prices... There are also two dogs walking around the restaurant and sitting next to your table."
The Orange Gecko Tagua'n,Peter Turner,"Absolutely love this little hideout in Puerto Princessa. Decorated from all round the world, it's a fantastic place to relax away from the bustle of the touristy Puerto hotpots. Friendly staff and great atmosphere. Highly recommended"
The Orange Gecko Tagua'n,Benjamin HARTMANN,Great place to party live band every Saturday nice ambiance and adorables people
The Orange Gecko Tagua'n,Grace Mullion,"An owner that cares.. Nice place, Great food burger and chips. Australian"
The Orange Gecko Tagua'n,Willem 67,Food was excellent. Hope next time same food platter but no quiz
The Orange Gecko Tagua'n,Shaun Berrie,Good food good prices and warm welcome
The Orange Gecko Tagua'n,Max Moniaci,Espresso is not good
The Orange Gecko Tagua'n,Christian Edghill,My GF and I went here for breakfast! The lady was really nice and the food was absolutely delicious! I had the scrambled eggs with minced beef! Would definitely have it again!
The Orange Gecko Tagua'n,Louie Dimaano Concepcion,Best burger in Puerto Princesa City!! Cozy place. Soft jazz music. Heaven!!
The Orange Gecko Tagua'n,Juerg Senn,"Restaurant with beautiful artwork. One or two times a week live music jam session, not loud you still can talk. Good food and frienly people."
The Orange Gecko Tagua'n,Craig Fishlock,"Met the lovely owner her husband and her lovely son , the"
The Orange Gecko Tagua'n,Harry Huffels,Great beef lasagna and theright tunes for the vibe of the room.Will go back.
Lawiswis Ecostore and Restaurant,Miroslav Koudelka,Food: 5 Service: 5 Atmosphere: 5
Lawiswis Ecostore and Restaurant,Michi Bru,Very friendly and delicious food
Lawiswis Ecostore and Restaurant,toyama guitar,"This is a GREAT restaurant The foods are soooooo YUMMY Oh deer, I am missing this place now Service: Dine in Meal type: Dinner Food: 5 Service: 5 Atmosphere: 5"
Lawiswis Ecostore and Restaurant,Levi Sanchez,So homey.. Food: 5 Service: 5 Atmosphere: 5
Lawiswis Ecostore and Restaurant,David Stegmüller,Best food we had in the Region. It worth the way ! Service: Dine in Meal type: Lunch
Lawiswis Ecostore and Restaurant,Irina,"Wonderful place! The atmosphere was so calm and amazing. Nice and friendly staff. This is a barefoot restaurant, so you should leave your shoes at the entrance. They serve philippine food, and it is really good. If the staff reads this review: please, add some chicken in tomato pasta, then it will be really perfect."
Lawiswis Ecostore and Restaurant,Mary Joann Awayan,Ok atmosphere during late afternoons. Atmosphere: 4
Lawiswis Ecostore and Restaurant,Marielle Bautista,Service: Dine in Meal type: Lunch Food: 5 Service: 5 Atmosphere: 5 Parking space: Plenty of parking Parking options Free parking lot
Lawiswis Ecostore and Restaurant,Daniel Domingo,Awesome ambience Food: 5 Service: 5 Atmosphere: 5
Lawiswis Ecostore and Restaurant,Angelina Tan,Food was great!! Service: Dine in Meal type: Dinner Food: 5 Service: 5 Atmosphere: 5
Lawiswis Ecostore and Restaurant,rorie sales,Vegetarian options: Stir fried vegetables All vegetables Kare-kare (request upon order) Kid-friendliness: Craft Arts and reading materials are available for kids to enjoy doing while waiting to leave. The view of the pond is also enjoyable for the kids too. Parking: Available spaces for parking outside Service: Dine in Meal type: Lunch
Lawiswis Ecostore and Restaurant,Jules Balan,Kid-friendliness: Kids can explore the place and learn about organic products and eco friendly things. Service: Dine in Meal type: Lunch
Lawiswis Ecostore and Restaurant,Ed Wilkins,Service: Dine in Meal type: Lunch
Lawiswis Ecostore and Restaurant,Altair Bantilan,Great ambiance! Recommended for those who want to have coffee break within the city.
Lawiswis Ecostore and Restaurant,Lisa Pletneva,Great place to have a delicious lunch! Amazing atmosphere and friendly staff. Two thumbs up! Service: Dine in Meal type: Lunch
Lawiswis Ecostore and Restaurant,Ydlaz,The staff are very friendly and accommodating.. Service: Dine in Meal type: Breakfast
Lawiswis Ecostore and Restaurant,Rowland Alarcon,"Food is ""ok"". Serves regular Filipino Dishes. Service is slow. A bit on the pricey side (food quality wise). Not for PWD. No wheelchair ramp. Need to bring own vehicle, no public transport available in the area. Very limited vehicle parking. Road shoulders were being used for parking. Service: Dine in Meal type: Lunch"
Lawiswis Ecostore and Restaurant,Adan Ray Timothy Jagmis,"A superb place to have a peace and quiet meal. Very clean, the food is great. Solid!"
Lawiswis Ecostore and Restaurant,John Mark Labrador,Its brewed coffee is highly recommended. Perfect!
Lawiswis Ecostore and Restaurant,Jaimee J.A.R,"A perfect way to drive and dine, a quiet place to have your dinner. Good food, good drinks, at good prices"
Olio e Basilico Ristorante,Lev Ustinov,Perfect Pizza and Fantastic homemade Limoncello
Olio e Basilico Ristorante,Gary Cullen,It just wasn't very good.
Olio e Basilico Ristorante,Michaela R.,Very good italian food
Olio e Basilico Ristorante,Zhenya Aleksandrova,"The best restaurant in the area. Fantastic food and service. Matteo, the owner is a great person and his home made limoncello is delicious. We went three times for one week. A must visit place!!! Gracie per tutto!"
Olio e Basilico Ristorante,Dan Åke Eriksson,"We had problems to find the place at beginning and the sign was a little bit hard to see. Inside was really relaxing , nice tables and really good service and atmosphere. Food was great and got some home made limoncello after we was finished"
Olio e Basilico Ristorante,ian laursen,Delicious food and warm atmosphere couldn't have asked for a better dinning experience
Olio e Basilico Ristorante,Max Viaggiatore,"Very cozy place with a sweet touch of Italy. Very friendly owners (Her a very sweet Filipina ""Italian Culture lover"", Him a passionate pure Italian). Quiet and fine Dinners there in a romantic tropical atmosphere..."
Olio e Basilico Ristorante,Ekaterina *Eka* Chernysheva,"Cosy restaurant with authentic Italian cuisine. The owner is a very friendly man. We enjoyed our dinner a lot. For 4 glasses of wine, a pasta, a pizza, a carpaccio and 1 dessert we paid 2400 php"
Olio e Basilico Ristorante,Fergus Jones,Very good authentic Italian food. Very nice setting. Service is unusual but charming.
Olio e Basilico Ristorante,bubble tea,Healthy recipes and the pizza is the best! Crust is not too crispy yet not too mushy also i noticed they used actual tomatoes for the sauce :O
Olio e Basilico Ristorante,Steven Glennie,"Service was brilliant, the waiter was friendly and attentive. Beautiful setting! The food was fresh, flavoursome and delicious. Would highly recommend. Couple from the UK."
Olio e Basilico Ristorante,Kjell Lindell,Great pizza and carbonara
Olio e Basilico Ristorante,Roselyn Venturi,Best Italian cuisine in Puerto Princesa City & romantic place.
Olio e Basilico Ristorante,Martina Cvitanovic,"Wow....had a BEAUTIFUL dinner here tonight! This is the real deal Italian. Not the typical""Italian"" you get in the Philippines with weird sweet/suagry tomato sauce but the kind you get IN Italy!! My fiancé had the Carbonara (which he said was the best one he's had) and I had the penne Bolognese. The pasta was cooked perfectly and there was SO much flavour in the sauce and the meat was high quality.I had the banana split with flambe bananas and nuts and it was DELICIOUS!! The owner came and said chatted a bit and was super friendly. All the food is made FRESH to order and I dont know about you but I'd rather wait a bit longer for fresh then stuff that's been sitting there all day! So sit back, have a drink, and relax waiting for your food. You're on vacation! Slow your life down a bit like the Italians do. At the end of our meal the owner came and dropped off homemade delicious Limoncillo!!! Highly recommend this place if you're in the mood for amazing pasta!! They had a bunch of other stuff on the menu including pizza but we wer totally in the mood for pasta so that's all we got. If it wasn't pur last night here we'd be headed there tomorrow 100%"
Olio e Basilico Ristorante,CR Castro,"Only 4 because the waiter didn't know what they had on the menu, and had to keep going back to check if what was on the menu was avail. Other than that it was amazingly good food. The ambience was nice as well."
Olio e Basilico Ristorante,Maria Alexandra Umali,"Homey, casual place with fine dining vibe. The hosts are very friendly and the food tastes great, and well worth the wait. Try the limoncello!"
Olio e Basilico Ristorante,Josh Keogh,"Hidden gem of puerto princessa! Nice relaxed atmosphere. Kept it simple with bruschetta, spicy pizza and a salad paired with a house red and couldn't fault the authentic italian flavour! Similarly priced to other restaurants in the area. Worth the detour. Molto bene, gratzi!"
Olio e Basilico Ristorante,Josh Keogh,excellent authentic italian food and drink. relaxed atmosphere and good prices. worth travelling to for a great meal in puerto princessa!
