Hotel Name,Author,Country,Review
Nacpan Beach Resort,Jennifer, United Kingdom,"Liked · The location is stunning, Napcan beach is a beautiful beach unspoilt by mass tourism and with the most amazing sunsets. The hotel staff were very lovely and helpful and housekeeping did a great job. It was nice to be able to use the pool at the glamping as an option. The room was one of the largest we stayed in our whole trip and the aircon was very efficient (the room could benefit from some furniture to unpack into though, like a chest of drawers). We had a mountain view room which had lovely views out to the back and was quiet and peaceful.

Disliked · For me, the hotel is really let down by the breakfast and restaurant. I would have otherwise given it 10/10 but this knocked it down.
The restaurant is tired and run down and in need of some love. It had quite a sad vibe to it and although service was fine, it wasn't great. The breakfast was a buffet which I don't think really works well outdoors in that heat. There were melted plates of food with flies and ants on them every time we went and it was hard to find something hygienic to eat. I am not sure why they do not offer a smaller a la carte breakfast menu to avoid this issue. They did not offer any coffee or tea to order, just had a flask of instant coffee out.
The menus are very dirty and sticky, please clean or replace them!
The dogs at the restaurant need to be controlled. I understand the hotel say they are trying to address this issue, but I saw little evidence of this, just the odd spray of water here and there from some staff. There is a regular pack of dogs there and when people feed them from the table the staff turn a blind eye. I was afraid to eat there after a dog started growling at me under the table and acting unpredictably and we regularly were surrounded my dogs scratching fleas and sandflies over us.
It was such a shame, as if not for the restaurant this would have been a perfect stay, as the actual hotel is lovely. I would not chose to go back until these issues have been sorted."
Nacpan Beach Resort,Janine, Australia,"Liked · It was close to the beach. The grounds were very well maintained, and staff were friendly"
Nacpan Beach Resort,Nadine, Australia,Liked · Location and staff
Nacpan Beach Resort,Deborah, United Kingdom,"Liked · Staff were amazing , so helpful and informative.

Disliked · A few more choices on the menu maybe?"
Nacpan Beach Resort,Samantha, Philippines,"Liked · Everything - loved the beach, hotel and the delightful staff. I even loved the dogs wandering about."
Nacpan Beach Resort,Rosalind, Philippines,"Liked · The location is perfect for a beach front.

Disliked · The transportation from and to going to town proper. Still has rough roads."
Nacpan Beach Resort,Dana, United States of America,"Liked · luxurious vibe, great staff and very accomodating."
Nacpan Beach Resort,Jose, United Kingdom,"Liked · Very friendly staff, always willing to help. Restaurant was very good value for money for all meals.

Disliked · Hard to access if not airport pickup service not used."
Nacpan Beach Resort,Benjamin, United States of America,"Liked · 1) Wow what a resort! The rooms were super unique and the views from the third floor sea side rooms are breathtaking.
2) Senmai restaurant was excellent and every dish we ordered was delicious. They even do brick oven pizza which was a save for us.. our 4 year old son is very picky about what he eats. Of course the local dishes are great as well.. and during our week stay we tried them all!
3) The beach front which you can walk to right outside of the resort is one of the best beaches I have been to in my life. Its private so not alot of people.
4) Service was exceptional from check in to check out.. kudos to the entire team!"
Astoria Palawan,Grace, Canada,"Liked · Friendly, welcoming staff,
Good food, clean and private"
Astoria Palawan,Alain, Philippines,"Liked · Everything you needed was available at the property.

Disliked · The beach was underwhelming."
Astoria Palawan,Warwick, Australia,Liked · Food was tasty and a large variety. The staff are very friendly and helpful. The tours organised were very good.
Astoria Palawan,Lashonda, United States of America,Liked · Loved the stay! Buffet food options were nice overall. Room was very comfortable. The staff went above and beyond to make sure we were happy.
Astoria Palawan,Anelou, Philippines,"Liked · Facilities ,food and staffLiked · Facilities ,food and staff

Disliked · Location far from the city"
Astoria Palawan,Ashish, South Korea,"Liked · Breakfast, fireshow during dinner, swimming pool"
Astoria Palawan,Olga, United Arab Emirates,"Liked · This one 5 starts hotel near Puerto Princesa. But I am not sure that we can call it 5 start hotel in our regular understanding.
But let me start with the advantages :
* big layout with a lot of activities : fire show in the evening, there is a small water park, good restaurant, there are much space to walk.
* friendly staff
* nice reception zone and beautiful territory

Disliked · The beach was closed while we were staying in the hotel. Guard said that this is because jelly fish season, but I believe that they had managed to do something if they would have wanted.
But at the same time you can swim in other beaches on the island. It is quite strange.
We faced with unpleasant situation with the water part. It's possible to visit it only once per stay, and it opens at 9.00.
We came at 9.20 and the entrance was closed. They said that the cashier has not come. It was odd, because we live in this hotel and they had allowed us if they would have wanted and then to sort out everything. At the end we came to the water park only after 30 minutes of waiting. I dont think that its a good service.
The renovation is not new, scratches in the bathroom, on the furniture"
Astoria Palawan,Khalid, Qatar,"Liked · Cleanliness, pleasent atmosphere"
Astoria Palawan,Jose, Philippines,"Liked · Amenities and Ambiance.. Food was great and the pools were all nice.
Disliked · Beach, not fine sand and with some rough rocks and pebbles.. I hope they can add beach activities like frisbee, etc"
Astoria Palawan,Johannesthielen, Netherlands,"Liked · Staff helpful and friendly,rooms with microwave and some kitchen facilities
Excelent dinner buffet and breakfast

Disliked · Weak internet
To shower you have to stand in bathtub which is dangerous for seniors"
Astoria Palawan,Gurwinder, Kuwait,"Liked · The property itself, location and serenity. Rooms are spacious and good.

Disliked · Bar was not having enough whiskey glasses. No free pickup and drop from airport."
Astoria Palawan,Lisa, Portugal,"Liked · The property its very good, they have attention to detail and staff is there to serve you.

Disliked · unfortunately the beach was terrible. nobody was able to make use of the beach and dive.
the location is far from everything and its unbearable hot there."
Astoria Palawan,David, Canada,"Liked · Meals were excellent, lots of choices. Loved the live entertainment at nights

Disliked · We were there for 5 days and couldnt get in the ocean once( jelly fish)"
Astoria Palawan,Maria, United States of America,"Liked · Breakfast very good
And staff very polite very friendly helpful"
Astoria Palawan,Philip, Singapore,"Liked · Staff were incredible. very good gym.

Disliked · My wife got food poisoning. It was definitely from the hotel because we did not eat anywhere else.
And you can only go in the water park one time. We thought it was part of the hotel and free every day."
Astoria Palawan,Marjet, Netherlands,"Liked · The staff and teh kids liked the waterpark. The entertainment team was very nice and offered us extra access. Since for us it was not clear that you one got 1 or 2 times access to the park when i booked it.

Disliked · The food is not so goed (but thats everywhere in PHP) When you eat a la carte, the waiting time is gigantic and the bring dishes at different times."
Astoria Palawan,Alexandre, Singapore,"Liked · Rooms are big with all the ammenities needed. Bed is also very comfty and everything clean and new. Terrasse in front of the room is nice for snack, apero or just to relax.
Breakfast in the morning has plenty of options and food is very nice. Also the free option for one entry at the water park is nice. There are kayaks, SUP or bikes at disposal for free and three different pools.

Disliked · Check-in process is very long and complicated. They recently opened a new building and moved the check-in there, with the old checkin only for check-outs. As in many hotels in the Philippines staff is super friendly but rather incompetent and super process-oriented.
Restaurant takes forever, so order at least 45min in advance to be sure to get it on time.
Despite zero waves and only knee-deep water the ""lifeguards"" don't leave you in the water. Everyone uses a different excuse ""jellyfish"", ""sharp rocks"" or dangerous shells. It seems that they just don't want anyone in the sea not to bother watching people there. Also the pool was not cleaned. There was a slimy cover on all stones and areas in the pool. I guess the pump was not working."
Astoria Palawan,Gary, United States of America,"Liked · Brunch

Disliked · Wanted the pool but under construction"
Astoria Palawan,Tatiana, Australia,"Liked · The staff and food was great ??

Disliked · The water park was not operative , and the website didn't mentioned this. So it was a big lack"
Astoria Palawan,Christopher, United States of America,"Liked · The property was clean and the staff very helpful when they are available.

Disliked · We had one night where we attempted to order room service 3 times but nobody came."
Hue Hotels and Resorts Puerto Princesa Managed by HII,Emmelina, Luxembourg,Liked · great hosts and excellent customer service
Hue Hotels and Resorts Puerto Princesa Managed by HII,Sharon, Ireland,Liked · Great food and drink in the rooftop bar. Very close to all attractions. There's a big shopping mall next door with supermarket etc which was convenient. Very clean and modern
Hue Hotels and Resorts Puerto Princesa Managed by HII,Andrew, United States of America,"Liked · Great

Disliked · The cash deposit for extras"
Hue Hotels and Resorts Puerto Princesa Managed by HII,Scully, United States of America,"Liked · Breakfast was great, I felt at home."
Hue Hotels and Resorts Puerto Princesa Managed by HII,Svetlana, Philippines,Liked · All was GREAT!
Hue Hotels and Resorts Puerto Princesa Managed by HII,Morgan, Ireland,"Liked · Great staff, lovely pool area, comfy bed.

Disliked · More free water in the room"
Hue Hotels and Resorts Puerto Princesa Managed by HII,Doug, United States of America,Liked · Restaurant was excellent. Staff were helpful. Pool area was nice. Shopping center next door.
Hue Hotels and Resorts Puerto Princesa Managed by HII,Jesse, United States of America,"Liked · Location is very convenient, close to the airport and shopping malls . Though its on a major street, its quiet . Breakfast selection is very good as well."
Hue Hotels and Resorts Puerto Princesa Managed by HII,Trent, Philippines,Disliked · Operation hours
Hue Hotels and Resorts Puerto Princesa Managed by HII,Glenn, United Arab Emirates,"Liked · Very convenient, close to Robinsons mall.
Very clean and welcoming.
Not crowded area
Sumptuous meals
Very accommodating/welcoming front desk (Regine and Mels)

Disliked · - pool has big insects (banggaw)
- misleading information provided from a particular receptionist (200-250php tricycle fare)
- inconsiderate Manager-in-Charge. This was when we requested for a short side trip (4mins. from hotel) before going to the airport.
"
Hue Hotels and Resorts Puerto Princesa Managed by HII,, United States of America,"Liked · Excellent hotel! Modern, clean, comfortable room and bed, nice rooftop pool with bar and spa, delicious buffet breakfast, helpful staff. Being able to book the underground river tour through the hotel was very convenient. I loved that Robinsons mall is right next door. We were able to walk there after breakfast. Also very close to the airport. It took less than 15 minutes by car to get to the airport.

Disliked · Mildew on the shower walls should be removed"
Hue Hotels and Resorts Puerto Princesa Managed by HII,Alrugheeb, Kuwait,Liked · Wonderful place and nice view and friendly staff
Hue Hotels and Resorts Puerto Princesa Managed by HII,Suliman, Saudi Arabia,Liked · Everything
Hue Hotels and Resorts Puerto Princesa Managed by HII,Alyssa, United States of America,"Liked · Loved the staff, very helpful and accommodating"
Hue Hotels and Resorts Puerto Princesa Managed by HII,John, New Zealand,"Liked · Nice Hotel
Nice restaurant
next to Mall"
Hue Hotels and Resorts Puerto Princesa Managed by HII,May, Ireland,"Liked · Everything about
the hotel. Rooms cleanliness staff couldn't fault them. Highly recommended."
Hue Hotels and Resorts Puerto Princesa Managed by HII,Edwin, Philippines,"Liked · Its relatively new, has a fresh design and interior. I loved the rooftop pool."
Hue Hotels and Resorts Puerto Princesa Managed by HII,Vivian, Hong Kong,"Liked · The staff were very kind, helpful, and accommodating. The hotel bed was comfortable and the room size was decent. The interior decor is simple and comfortable."
Hue Hotels and Resorts Puerto Princesa Managed by HII,Nada, United Arab Emirates,"Liked · Its clean , very well equipped, sheets and towel where clean and smells nice .
A/C was amazing.

Disliked · Good selection for breakfast was not international should add more options."
Hue Hotels and Resorts Puerto Princesa Managed by HII,Constatino, Philippines,"Liked · Perferct Breakfast, Nice and spacious room, nice pool"
LIHIM RESORTS,Jessica, United Arab Emirates,"Liked · The resort is stunning and completely tucked away, yet only minutes from El Nido by speedboat. We had gorgeous views of the bay from our room, and ate the majority of our meals on the balcony because it was such a great setup. (Definitely eat as many Breakfasts in the room as possible!).
We had a villa with a pool, and I'd definitely recommend that type of room. The rooftop pool at Henri's was great as well, and the perfect place to watch sunset (make sure to go up for cocktails too). We ate dinner on the terrace to enjoy the fresh air, but the inside restaurant looked great as well.
The facilities were great - gorgeous pool that gets full sun at the entrance and main restaurant, and a decent gym and great spa - make sure to get a massage!
It's the people that really made it though, Claudia and Faith went above and beyond to make our stay memorable, from organizing our breakfasts, to customizing a private island hopping day, they did it all. We went out twice with Rio and Mark on the speedboat and had the best time - island hopping is a must, it's so stunning. Make sure to have lunch at their private lagoon (Cadlao lagoon) as well."
LIHIM RESORTS,Angel, United States of America,"Liked · The crew are marvelous and caring , world class service and highly recommended ????????"
LIHIM RESORTS,Matt, United States of America,Liked · Absolutely beautiful picturesque resort with incredible views! Our villa was the best we've ever stayed in
LIHIM RESORTS,Laurina, United States of America,Liked · Outstanding customer service
LIHIM RESORTS,Hen, Philippines,Liked · everything
LIHIM RESORTS,Daniel, United States of America,"Liked · very nice views and aesthetics

Disliked · lots of stairs"
LIHIM RESORTS,Weldon, United States of America,"Liked · the privacy of the location

Disliked · bad internet
would like breakfast to begin earlier
needs more gluten free options on menu"
LIHIM RESORTS,Charlie, Australia,"Liked · Everything about this hotel is excellent! We spent our anniversary here and we were not disappointed. You get VIP treatment from the moment you step in El Nido, from their free airport transfer, warm welcome and very accomodating butlers. The hotel is aptly named because you feel like you're in a secret place where there is privacy and surrounded by nature.
I also enjoyed every food I had from their restaurant. Kudos to the kitchen staff and chef!
I was hesitant to book here at first because there were only a few reviews, but I found out later on that the resort was fairly new.

Disliked · The only thing I didn't like was the inaccessibility to the main town. You have to book a multicab or speed boat to leave the property. Although the process was easy and they were able to accommodate our request easily, I just wish there were other options."
LIHIM RESORTS,Michael, United States of America,"Liked · Amazing location. The best staff. Premium villa was the nicest room I've ever stayed in, and the staff made so many nice touches to our stay. It's no wonder this place is one of the best luxury boutique hotels in Asia. Sedrick (spelling) is an amazing tour guide as well. Every other person on a public or private tour was jealous of our guide for good reason.

Disliked · Currently only one choice for restaurant, but they are adding a second restaurant soon. It's not the most walkable resort due to the elevation, but the staff more than makes up for it by shuttling you where you need to go"
LIHIM RESORTS,Moore, Germany,"Liked · We were blown away by the resort and our butler, Faith. They went above and beyond by accommodating our very restrictive dietary requirements, making our experience seamless with early check in and late checkout, and planned memorable excursions the could be enjoyed by adults and my three year old (as well as a surprise birthday dinner). They have impressive attention to details that really make a family vacation - my daughter loved the pool toys. The two resident dogs, Warrior and Panda, also made our trip one to remember. We cant wait to come back."
LIHIM RESORTS,Florence, Philippines,"Liked · Attentive staff , green resort, relaxing , room was clean and spacious , food was great!"
LIHIM RESORTS,Seohee, South Korea,"Liked · This is one of the BEST PLACE that i've visited in mylife as life traveler.
Location: This hotel is located in very private island and bring you the most peaceful but vibrant place for your holiday.
Service: From the beginning of the journey, butlers are greeting us from the airport and care never ends even after I leave the places. Butlers and staffs are extremely friendly, taking care of you every place you are visiting and very thoughtful service - (the best was, when we got back from swimming/kayaking, they brought us cold tower to fresh us up!
Food: Henri's has the BEST VIEW from daytime till the evening. Sunset is the best from the top of the island and the food is really well organized and served with good quality.
Drinks: they do have lots of great options from cocktails, whiskey, wines. I loved the Mosco mule from the pool the most.
Facilities: Gym, Sauna, Pool (two places) and Tour service everything was over the expectation.
Staff: I've been to lots of 5star hotels and private resorts. staffs in Lihim was the BEST. I see their service is from their heart."
LIHIM RESORTS,Glynn, United States of America,Liked · the property and food was excellent but the best part of the stay was the staff. My butlers Anna and Elle helped me take this time to another level FANTASTIC JOB!!!!
LIHIM RESORTS,Eoghan, Ireland,"Liked · The level of service at the property is top notch! private butlers from your arrival make this a particularly enjoyable and luxurious experience.

Disliked · If I was being extremely critical the air con gave off too much condensation!"
LIHIM RESORTS,Nico, Austria,Liked · Staff are very welcoming and catered to our every need.
LIHIM RESORTS,Michiko, Philippines,"Liked · cleanliness

Disliked · not beachfront, for swimming"
LIHIM RESORTS,Fawaz, Kuwait,"Liked · near the elnido city

Disliked · i had issue. after i book the villa, they supposed to take me from the airport. i sent msg to them through booking application no answer 24 h before my arrival. I tried to call the phones is not working. I arrived to elnido call from the airport through local guy not in service. I google there number it is the same one which out of service.the same number in there website. i took the tricycle after waiting 30 min. unfortunately there is no way to go there by land. the road not finished. only by speed boat. any way in mid way where we cant drive more. we walk some area mud. we reach there by beach. we spend too much money for this ??. they offer free lunch. ( i saw the manager once then disappeared). any way it was bad experience, pay for the tricycle go in mud , sweat to your knees, then have fre lunch ????"
LIHIM RESORTS,Maya, Israel,
LIHIM RESORTS,Sumantra, United Arab Emirates,"Liked · the rooms are nice, esp the bathroom

Disliked · there was no water on 2 entires evenings from around 4 pm to 2amours was a 3 day stay. there was no internet for a whole day, supposedly some network was down in el nido. water activities not possible because of coast guard warning, no beach nearby and the ones 30 mins away are crowded and publicthe food esp breakfast was pathetic for a 5 star hotel..just because it was free. the other meals in the restaurant were poor. wine list very poor and overpriced."
LIHIM RESORTS,Ayelet, Israel,
Daluyon Beach and Mountain Resort,Piotr, United States of America,"Liked · Everything place ,staff,food, only ifs far from city"
Daluyon Beach and Mountain Resort,Diego, Chile,"Liked · The staff is absolutely the most warm and welcoming we have ever experienced. They were up to everything to make our vacation the best.
The resort is right in front of the beach, has a great pool, massage parlor and many free and paid activities available
Restaurant, while a little expensive, was delicious!
Disliked · I think the WiFi could be a little better, it is way too slow
The rooms are very nice, with a cottage vibe. The bathrooms could be renovated tho. They are not bad, but theyre borderline."
Daluyon Beach and Mountain Resort,Ahmed, Saudi Arabia,"Liked · The location is beautiful. The view is amazing the beach is wonderful and the Ghawi boys are amazing ?. Specially, Joyce ,Abigail , Tricia, ?and ?Jimmy ? thank you all."
Daluyon Beach and Mountain Resort,Matt, United Kingdom,"Liked · -amazing remote location
-beautiful beach- best on Palawan in our opinion!

Disliked · Other guests could be heard at night on the beach as rooms aren't very soundproof."
Daluyon Beach and Mountain Resort,Samik, Japan,Liked · Access to beach and privacy was excellent
Daluyon Beach and Mountain Resort,Daria, Philippines,"Liked · Amazing location. Hospitable staff.

Disliked · On a second day of my stay I got strange bugs bite. it was extremely itchy and I have red marks from these bites for 2 weeks already.
maybe hotel could provide some lotion to protects from it"
Daluyon Beach and Mountain Resort,Mustafa, United Kingdom,"Liked · Positive and negative reviews...the staff were always polite, friendly and went above and beyond when my son was sick.
The beach was clean. Water clear. Around 10 minute walk to shops at the boat port. No other local restaurants nearby.
We had a massage by  which was amazing.

Disliked · The food was quite limited, we stayed there for a week. There was no kids menu, and we had to request for them to make some things so my child could have varied meals."
Daluyon Beach and Mountain Resort,Harriz, United Kingdom,"Liked · Could not be happier with our stay here. Sheer luxury with attentive staff, huge comfy bed in a clean and spacious room. Incredible view from the balcony. Beach all to ourselves, cocktails whilst swimming in the pool, delicious food, free breakfast, a wonderfully romantic getaway resort and I can't wait to return. There's a town nearby with shops and food options as well as boats to the underground river. Very happy with our stay.

Disliked · The WiFi connection was unreliable and the TV wasn't connected to the internet but we weren't there to watch TV so not a big problem for us. If ordering room service you may have a few furry dog friends hanging around but if you like animals this isn't a problem they're just cute and hungry."
Daluyon Beach and Mountain Resort,David, United Kingdom,"Liked · Room and beach view

Disliked · Staff's misleading information regarding the commute with main cities of the island . They tried to convince us that the is no local commute so we pay extra for their privet transfers."
Daluyon Beach and Mountain Resort,Damhnaic, United Kingdom,Liked · A perfect location with all the facilities one could ask for. The villas were stunning and the restaurant food excellent along with the great staff.
Daluyon Beach and Mountain Resort,Mario, United States of America,"Liked · Great destination, staff superb, clean facilities, location next to underground river and zip line, just a wonderful experience. The resort has a small number of cottages which make it perfect, not overcrowded. The landscape all around is artistically designed and well manicured. Security 24/7. Have I mentioned the staff was superb? No hidden fees, my bill was correct down to the peso.

Disliked · A minor dislike, but not a reason for not coming back, was that the sea is ten steps away and no fish (seafood)on the menu. The restaurant should have been heavy on grilled fish(es), shrimp, calamari, squid, etc."
Daluyon Beach and Mountain Resort,Grachelle, United Arab Emirates,"Liked · 1. Arriving a bit late from 2 consecutive flights and 2 hour land travel, our patience is running low. Staff for some reason put us on an upper floor when all the while I believe we were booked on the ground floor because of my 2 active children. Had to insist on my preferred location and Abby and Jake patiently accommodated our request, even showing us possible options. its been a beautiful customer experience especially for a travelling family.
Thank you Jake from housekeeping and Abby from reception, you've been amazing.
2. the unit facing the beach itself is paradise. waking up in the morning just few steps away from the beach with a well manicured garden...fabulous! (its petty, but the tap in front of each unit is superb, for a person with OCD, this little detail to keep the room tidy is spot on!.)
3. the unit itself (we stayed in 801 - beach villa B. the difference between A, B and C if i am not mistaken is having a powder room or just a simple bathroom..i think....but we were in B and thats been lovely) the room was spacious enough.
4. Location is perfect - we simply walk along the beach to the little center where few restaurants and little shops are.
5. its close to the subterranean river and zipline site... No need to get package or tour - simply go to the tourism office and pay for the trip yourself, boats are there too. for a family of 4 (2 adults and 2 kids) we only spent less than 3000 pesos for the trip to the underground river and 550 for each for the zipline.
6. breakfast is well presented with attentive but not intrusive staff - Edmond and team, thank you for the beautiful experience. (my kids loved their eggs benedict!)
7. food is also good with reasonable price as well. They have an amazing chef presenting Filipino dishes quite well (they have other options too).
8. i love it that its independent and not a hotel chain so you are kind of supporting smaller businesses but it is with a 5 star quality.

Disliked · its not hotels fault but just the presence of this insect called Nik-nik, like little blood suckers, am still healing from the bites after 3 weeks. they dont get turned off by mosquito repellants but we were told ""Off lotion"" is more useful.
so appreciate Ivan for giving us his cream... thats customer service on an extra mile..."
Daluyon Beach and Mountain Resort,Ken, United States of America,"Liked · Just a really nice place. We went there in the off-season so there was hardly anyone there. We had the whole place to ourselves and it was great

Disliked · The restaurant was great, and the food was excellent, however, the wine list was nonexistent. Apparently, somebody in charge believes that the only way to sell wine is by the entire bottle. This is a mistake, and one that I asked that they correct, but they seemed to care less. We were offered a choice of red, white, and rosé. Each of these wines came from a nondescript winery in Spain. I was able to get a sample of the red wine and it was terrible. I recommend the staff spend just a small amount of time and acquire some wines from other places and the world, and that they pay attention to the fact that wine IS food, and it should be offered and paired with food appropriately. Ignoring this fact is unwise, but that is exactly what this resort has done and continues to do. Please fix this at once, then let me know and perhaps I'll return for another visit."
Daluyon Beach and Mountain Resort,Andrew, Italy,"Disliked · The room had a lot of large bugs that made their way inside multiple places in the room (bathroom, shower area, and bed). Other than that, everything was perfect!"
Daluyon Beach and Mountain Resort,, United Arab Emirates,"Liked · Property is fine location is quite and safe

Disliked · So many kind of insect, we knows that environment nature, only advised to maybe need to provide insecticide spray each room"
Daluyon Beach and Mountain Resort,Vernon, United States of America,"Liked · The facilities were five-star. Beautiful swimming pool with swim up bar. The restaurant was first class with amazing food and incredible service. The Wi-Fi worked excellent in the rooms, the beach was large and clean with beautiful warm water. It was a little on the expensive side, but we enjoyed our stay.

Disliked · This property is very very far from any activities except the underground river. If you want to sit on a beautiful white sand beach and enjoy relaxation this is a place for you. If you want other restaurants, bars or activities, then I would not recommend this location. ?"
Daluyon Beach and Mountain Resort,Jolita, Lithuania,Liked · Nice place with beautiful beach. Friendly and helpful stuff.
Daluyon Beach and Mountain Resort,Jillian, United States of America,"Liked · The food was fantastic, very high quality restaurant dining. The staff was very warm and helpful, from booking tours to laundry and other guest services. We felt very taken care of on our stay and were able to relax and spend quality family time.
The beach view is unbeatable and it was great to get away from the city for a few days and look out at the water."
Daluyon Beach and Mountain Resort,Jacques, France,"Liked · nice location in front of a long sand beach
the staff is very helpful
good restorant for dinner

Disliked · although mentioned by BOOKING.com there is no refrigerator in the room !!
furniture little bit old"
Daluyon Beach and Mountain Resort,Valentina, Uruguay,"Liked · staff, location, cleanness, services

Disliked · no wifi in the rooms"
,,,
, ,,
Panja Resort Palawan,Mostafa, Egypt,"Liked · Everything was great, stuff are friendly"
Panja Resort Palawan,Ryan, United States of America,Liked · The hospitality
Panja Resort Palawan,Orenia, Philippines,"Liked · Panja Resort surpassed all my expectations. From the moment I arrived, I was captivated by the resort's picturesque setting and serene ambiance. The staff was incredibly warm and accommodating, making me feel right at home. The rooms were comfortable and beautifully designed, offering breathtaking views of the surrounding nature. The on-site restaurant served mouthwatering dishes especially the calamares and shrimp. It's a must try. And the range of activities (like you can swim, you can go to the gym, spa for additional relaxation, and roofdeck for the view) available ensured there was never a dull moment. Panja Resort is a true haven for relaxation and rejuvenation. I highly recommend it for anyone seeking an unforgettable escape."
Panja Resort Palawan,Krisha, Philippines,"Liked · You will appreciate more the beauty of Palawan here at Panja Resort, especially if you love nature and want to take a break from your city life. Such a peaceful place."
Panja Resort Palawan,Mihai-george, Romania,"Liked · Super great place to stay and relax. We really did enjoy our time here. The ambiance, the staff and the place itself is super nice."
Panja Resort Palawan,Danielle, New Zealand,"Liked · The staff here were incredible. We had a minor issue (miscommunication) with a couple of tour operators which we had booked through the hotel. They went above and beyond to sort the problem - it's very much appreciated. Our room also had a leak on the first night (stormy weather) so we were moved the next day and received complimentary cocktails.
The hotel is beautiful, free massages, lovely pool and stunning view. Plus free transfer to the airport and mall. Our favourite place we stayed in the Philippines. Thank you so much."
Panja Resort Palawan,Reigine, Philippines,"Liked · It was quiet and very relaxing. The spa was excellent and I kept going there for massages. They also provide complimentary transfers to the mall. The staff was accommodating too.

Disliked · They should have more variety of food offerings and better operation hours. Breakfast is really nice but after staying more than 4 nights it can be tiring to eat the same thing daily."
Panja Resort Palawan,, Netherlands,"Liked · Excellent service, great location, great staff. Free shuttle available on request. We were even offered a free massage for the both of us which was great too."
Panja Resort Palawan,Paul, Australia,Liked · Exceptional attention to needs of guests and staff helpful and courteous
Panja Resort Palawan,Mark, United Kingdom,"Liked · The staff are extremely friendly and excel to ur needs in top class fashion

Disliked · Nothing every thing was exactly as we wanted it to be as it was our honeymoon."
Panja Resort Palawan,Rhenzell, Philippines,"Liked · Everything was great! Staffs are very polite. Loved the food too!

Disliked · We experienced a few power interruptions on our first day but they weren't longer than 5 minutes."
Panja Resort Palawan,Schneider, Australia,"Liked · The hotel was incredibly beautiful and peaceful. It had great facilities, and you never had to leave! The perfect pitstop in Puerta Princessa. I would definitely stay here again.

Disliked · My only feedback is that there was only one bath towel (per person) in the room - it would be great if there was a hand towel, and towels were available for the pool. Other suggestions, which really didn't effect my stay nor make the resort any less fabulous would be to include a bathrobe and some milk/creamer in the room for tea/coffee."
Panja Resort Palawan,Alena, Russia,"Liked · Its very nice, the staff are super friendly, polite and helpful. Calm place to stay.
They give you welcome drinks and complimentary foot massage.
We booked a massage for the whole body at SPA and it was wonderful."
Panja Resort Palawan,Thomas, Australia,Liked · everything was primo from the initial complimentary foot spa and massage to the amazing views from the pool and restaurant. its a little further out from the hustle and bustle but totally worth it. 10/10
Panja Resort Palawan,Jean-eric, Australia,"Liked · Everything about the hotel was great, staff went above and beyond there duties, food was amazing, we very much enjoyed our stay even if it was just a short stay it was so peaceful and calming.
Complimentary massage was the greatest."
Panja Resort Palawan,Rachael, United Kingdom,"Liked · Panja had everything we needed and more, we loved the gym, the pool, the views, the massage & the fact nothing was ever too much effort for the staff."
Panja Resort Palawan,Tania, New Zealand,"Liked · The pool area was nice, rooms were spacious. Free airport transfer. The pizzas were good."
Panja Resort Palawan,Thomas, France,Liked · Big up to Romel who works there and will help you every time you need ! very nice hotel / service
Panja Resort Palawan,Robbe, Belgium,"Liked · Quiet. Relaxed. Massage. Food.

Disliked · Language barriers"
Panja Resort Palawan,Fabrice, Switzerland,"Liked · Hotel is clean, nice pool, nice view, good value for money."
Panja Resort Palawan, ,,
Buko Beach Resort,Shany, Israel,"Liked · Its a very intimate place which is exactly what we looked for (there are only a few cabins). You have all the facilities you need for a perfect stay and a private beach where u can enjoy El Nidos beautiful sunset.
I must mention the staff , they were sooo helpful with everything and extremely nice. If we come again,we definitely choose Buko again.

Disliked · We ate dinner at the resorts restaurant the service and atmosphere were great but the food was average."
Buko Beach Resort,Jeckoy, United States of America,Liked · The staff were the best - very welcoming to my family and accommodated our needs. They even did something special for someone's birthday in my family. The Grand Villa was incredible and the location is right off the beach to watch the beautiful sunsets from Corong Corong. The breakfast and restaurant food was very delicious too! Highly recommend this place.
Buko Beach Resort,Mary, United States of America,"Liked · Intimate, close proximity to most things, great facility, lovely staff"
Buko Beach Resort,Andrew, United States of America,Liked · its right on the beach and its just overall so magical
Buko Beach Resort,Nicola, United Kingdom,"Liked · I couldn't speak more highly of this place and its staff. The staff were simply incredible. Always friendly and went out of their way for us, probably daily, to ensure we had zero stress and felt incredibly special. Very promptly answered WhatsApp messaging service so we literally didn't have to lift a finger.... genius!
The in room massages were out of this world good. Food fantastic. Pool spotless. Huts well set out and very comfortable Sunset views stunning. Seamless transfers organised in complete luxury for our drive to Puerto Princesa
Not to mention the very special surprise we had waiting for us in our room to congratulate us on our honeymoon when we got there. Signed by all the staff
Thank you to everyone at Buko Beach Resort for getting our honeymoon off to such a memorable and special start.... we WILL be back ??"
Buko Beach Resort,Kim, Sweden,Liked · Everything was great. helpful staff and the bungalow was really good. Comfortable bed and a great shower Area. The pictures dont lie
