Hotel Name,Address,Barangay,City / Town,Province,Amenities, Price Range ,Available Rooms,Other Data,Reviews,Author,Country,Review
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Tessie, Canada,"Liked Â· Lots of choices and great breakfast buffet: very helpful staff

Disliked Â· Late arrival of shuttle for pick up"
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Amy, United Kingdom,"Liked Â· Breakfast was lovely, albeit a little limited. Location was perfect for the beach. The staff here were impeccable! Lee Ann in the restaraunt was wonderful, as were Alvin on reception and another lady whose name I didn't manage to catch. They were all so personal and remembered our names. We ended up staying longer due to a storm and they couldn't have been more helpful.

Disliked Â· The food is rather limited, if you were staying here for longer than a week, it would get a bit samey. And there are limited options for alternative food."
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Lee, Singapore,"Liked Â· Staff were exceptionally attentive, arranging transport for us and even offering us a voucher for the resort's restaurant when we were stuck indoors on a rainy day. Room was clean and everything worked well. Had a wonderful, restful break here."
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Tony, United States of America,"Liked Â· Staff are exceptionally courteous and helpful.

Disliked Â· Beds are too low especially for seniors and people with disabilities."
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Claudia, Colombia,"Liked Â· Beautiful ?? beach close to the hotel. The staff was very friendly and helpful.

Disliked Â· A little far from the town, although the hotel staff was always willing to help with transportation."
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Jesanie, Philippines,Liked Â· STAFF.Food.BEAAAACCHHHH
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Omar, United Arab Emirates,"Liked Â· beautiful location and good f&b and best staff

Disliked Â· amenities could be improved"
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Edo, Israel,Liked Â· Clean and very spacious room equiped with all the amenities you need including slippers. Hot shower with great pressure. Right at the beach and has sunbeds. Breakfast buffet was fantastic with many choices and unlimited coffee. Also the hotels restaurant has great options both for lunch and dinner (last order for dinner is 9 pm). They serve happy hour as well from 4 pm to 6 pm. The staff was really kind and generous they upgraded our room for free. Great massages from the hotel. We highly recommend staying at this resort.
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Jennifer, United Kingdom,"Liked Â· The location is stunning, Napcan beach is a beautiful beach unspoilt by mass tourism and with the most amazing sunsets. The hotel staff were very lovely and helpful and housekeeping did a great job. It was nice to be able to use the pool at the glamping as an option. The room was one of the largest we stayed in our whole trip and the aircon was very efficient (the room could benefit from some furniture to unpack into though, like a chest of drawers). We had a mountain view room which had lovely views out to the back and was quiet and peaceful.

Disliked Â· For me, the hotel is really let down by the breakfast and restaurant. I would have otherwise given it 10/10 but this knocked it down.
The restaurant is tired and run down and in need of some love. It had quite a sad vibe to it and although service was fine, it wasn't great. The breakfast was a buffet which I don't think really works well outdoors in that heat. There were melted plates of food with flies and ants on them every time we went and it was hard to find something hygienic to eat. I am not sure why they do not offer a smaller a la carte breakfast menu to avoid this issue. They did not offer any coffee or tea to order, just had a flask of instant coffee out.
The menus are very dirty and sticky, please clean or replace them!
The dogs at the restaurant need to be controlled. I understand the hotel say they are trying to address this issue, but I saw little evidence of this, just the odd spray of water here and there from some staff. There is a regular pack of dogs there and when people feed them from the table the staff turn a blind eye. I was afraid to eat there after a dog started growling at me under the table and acting unpredictably and we regularly were surrounded my dogs scratching fleas and sandflies over us.
It was such a shame, as if not for the restaurant this would have been a perfect stay, as the actual hotel is lovely. I would not chose to go back until these issues have been sorted."
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Janine, Australia,"Liked Â· It was close to the beach. The grounds were very well maintained, and staff were friendly"
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Nadine, Australia,Liked Â· Location and staff
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Deborah, United Kingdom,"Liked Â· Staff were amazing , so helpful and informative.

Disliked Â· A few more choices on the menu maybe?"
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Samantha, Philippines,"Liked Â· Everything - loved the beach, hotel and the delightful staff. I even loved the dogs wandering about."
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Rosalind, Philippines,"Liked Â· The location is perfect for a beach front.

Disliked Â· The transportation from and to going to town proper. Still has rough roads."
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Dana, United States of America,"Liked Â· luxurious vibe, great staff and very accomodating."
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Jose, United Kingdom,"Liked Â· Very friendly staff, always willing to help. Restaurant was very good value for money for all meals.

Disliked Â· Hard to access if not airport pickup service not used."
Nacpan Beach Resort,"Nacpan Beach, Barangay Bucana, 5313 El Nido, Philippines",Bucana,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Free WiFi
Family rooms
Bar
Excellent Breakfast","8,640.00",21,"Land and Air Transfers
Non-smoking rooms
",360,Benjamin, United States of America,"Liked Â· 1) Wow what a resort! The rooms were super unique and the views from the third floor sea side rooms are breathtaking.
2) Senmai restaurant was excellent and every dish we ordered was delicious. They even do brick oven pizza which was a save for us.. our 4 year old son is very picky about what he eats. Of course the local dishes are great as well.. and during our week stay we tried them all!
3) The beach front which you can walk to right outside of the resort is one of the best beaches I have been to in my life. Its private so not alot of people.
4) Service was exceptional from check in to check out.. kudos to the entire team!"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Grace, Canada,"Liked Â· Friendly, welcoming staff,
Good food, clean and private"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Alain, Philippines,"Liked Â· Everything you needed was available at the property.

Disliked Â· The beach was underwhelming."
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Warwick, Australia,Liked Â· Food was tasty and a large variety. The staff are very friendly and helpful. The tours organised were very good.
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Lashonda, United States of America,Liked Â· Loved the stay! Buffet food options were nice overall. Room was very comfortable. The staff went above and beyond to make sure we were happy.
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Anelou, Philippines,"Liked Â· Facilities ,food and staffLiked Â· Facilities ,food and staff

Disliked Â· Location far from the city"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Ashish, South Korea,"Liked Â· Breakfast, fireshow during dinner, swimming pool"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Olga, United Arab Emirates,"Liked Â· This one 5 starts hotel near Puerto Princesa. But I am not sure that we can call it 5 start hotel in our regular understanding.
But let me start with the advantages :
* big layout with a lot of activities : fire show in the evening, there is a small water park, good restaurant, there are much space to walk.
* friendly staff
* nice reception zone and beautiful territory

Disliked Â· The beach was closed while we were staying in the hotel. Guard said that this is because jelly fish season, but I believe that they had managed to do something if they would have wanted.
But at the same time you can swim in other beaches on the island. It is quite strange.
We faced with unpleasant situation with the water part. It's possible to visit it only once per stay, and it opens at 9.00.
We came at 9.20 and the entrance was closed. They said that the cashier has not come. It was odd, because we live in this hotel and they had allowed us if they would have wanted and then to sort out everything. At the end we came to the water park only after 30 minutes of waiting. I dont think that its a good service.
The renovation is not new, scratches in the bathroom, on the furniture"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Khalid, Qatar,"Liked Â· Cleanliness, pleasent atmosphere"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Jose, Philippines,"Liked Â· Amenities and Ambiance.. Food was great and the pools were all nice.
Disliked Â· Beach, not fine sand and with some rough rocks and pebbles.. I hope they can add beach activities like frisbee, etc"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Johannesthielen, Netherlands,"Liked Â· Staff helpful and friendly,rooms with microwave and some kitchen facilities
Excelent dinner buffet and breakfast

Disliked Â· Weak internet
To shower you have to stand in bathtub which is dangerous for seniors"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Gurwinder, Kuwait,"Liked Â· The property itself, location and serenity. Rooms are spacious and good.

Disliked Â· Bar was not having enough whiskey glasses. No free pickup and drop from airport."
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Lisa, Portugal,"Liked Â· The property itÂs very good, they have attention to detail and staff is there to serve you.

Disliked Â· unfortunately the beach was terrible. nobody was able to make use of the beach and dive.
the location is far from everything and itÂs unbearable hot there."
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,David, Canada,"Liked Â· Meals were excellent, lots of choices. Loved the live entertainment at nights

Disliked Â· We were there for 5 days and couldnÂt get in the ocean once( jelly fish)"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Maria, United States of America,"Liked Â· Breakfast very good
And staff very polite very friendly helpful"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Philip, Singapore,"Liked Â· Staff were incredible. very good gym.

Disliked Â· My wife got food poisoning. It was definitely from the hotel because we did not eat anywhere else.
And you can only go in the water park one time. We thought it was part of the hotel and free every day."
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Marjet, Netherlands,"Liked Â· The staff and teh kids liked the waterpark. The entertainment team was very nice and offered us extra access. Since for us it was not clear that you one got 1 or 2 times access to the park when i booked it.

Disliked Â· The food is not so goed (but thats everywhere in PHP) When you eat a la carte, the waiting time is gigantic and the bring dishes at different times."
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Alexandre, Singapore,"Liked Â· Rooms are big with all the ammenities needed. Bed is also very comfty and everything clean and new. Terrasse in front of the room is nice for snack, apero or just to relax.
Breakfast in the morning has plenty of options and food is very nice. Also the free option for one entry at the water park is nice. There are kayaks, SUP or bikes at disposal for free and three different pools.

Disliked Â· Check-in process is very long and complicated. They recently opened a new building and moved the check-in there, with the old checkin only for check-outs. As in many hotels in the Philippines staff is super friendly but rather incompetent and super process-oriented.
Restaurant takes forever, so order at least 45min in advance to be sure to get it on time.
Despite zero waves and only knee-deep water the ""lifeguards"" don't leave you in the water. Everyone uses a different excuse ""jellyfish"", ""sharp rocks"" or dangerous shells. It seems that they just don't want anyone in the sea not to bother watching people there. Also the pool was not cleaned. There was a slimy cover on all stones and areas in the pool. I guess the pump was not working."
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Gary, United States of America,"Liked Â· Brunch

Disliked Â· Wanted the pool but under construction"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Tatiana, Australia,"Liked Â· The staff and food was great ??

Disliked Â· The water park was not operative , and the website didn't mentioned this. So it was a big lack"
Astoria Palawan," Km 62 North National Highway, Barangay San Rafael, Puerto Princesa, 5300 Puerto Princesa, Philippines",San Rafael,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Fitness center
Room service
Restaurant
Free parking
Free WiFi
Private beach area
Wonderful Breakfast","4,344.00",76,"Land and Air Transfers
Non-smoking rooms
",264,Christopher, United States of America,"Liked Â· The property was clean and the staff very helpful when they are available.

Disliked Â· We had one night where we attempted to order room service 3 times but nobody came."
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Emmelina, Luxembourg,Liked Â· great hosts and excellent customer service
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Sharon, Ireland,Liked Â· Great food and drink in the rooftop bar. Very close to all attractions. There's a big shopping mall next door with supermarket etc which was convenient. Very clean and modern
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Andrew, United States of America,"Liked Â· Great

Disliked Â· The cash deposit for extras"
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Scully, United States of America,"Liked Â· Breakfast was great, I felt at home."
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Svetlana, Philippines,Liked Â· All was GREAT!
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Morgan, Ireland,"Liked Â· Great staff, lovely pool area, comfy bed.

Disliked Â· More free water in the room"
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Doug, United States of America,Liked Â· Restaurant was excellent. Staff were helpful. Pool area was nice. Shopping center next door.
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Jesse, United States of America,"Liked Â· Location is very convenient, close to the airport and shopping malls . Though itÂs on a major street, itÂs quiet . Breakfast selection is very good as well."
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Trent, Philippines,Disliked Â· Operation hours
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Glenn, United Arab Emirates,"Liked Â· Very convenient, close to Robinsons mall.
Very clean and welcoming.
Not crowded area
Sumptuous meals
Very accommodating/welcoming front desk (Regine and Mels)

Disliked Â· - pool has big insects (banggaw)
- misleading information provided from a particular receptionist (200-250php tricycle fare)
- inconsiderate Manager-in-Charge. This was when we requested for a short side trip (4mins. from hotel) before going to the airport.
"
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Alrugheeb, Kuwait,Liked Â· Wonderful place and nice view and friendly staff
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Suliman, Saudi Arabia,Liked Â· Everything
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,Alyssa, United States of America,"Liked Â· Loved the staff, very helpful and accommodating"
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,John, New Zealand,"Liked Â· Nice Hotel
Nice restaurant
next to Mall"
Hue Hotels and Resorts Puerto Princesa Managed by HII,"Km. 3 Puerto Princesa North Road, Brgy. San Manuel, Palawan, 5300 Puerto Princesa, Philippines ",San Manuel,Puerto Princesa,Palawan,"Outdoor swimming pool
Non-smoking rooms
Fitness center
Spa
Room service
Restaurant
Free parking
Tea/Coffee Maker in All Rooms
Bar","3,137.00",122,"Non-smoking rooms
Facilities for disabled guests",853,May, Ireland,"Liked Â· Everything about
the hotel. Rooms cleanliness staff couldn't fault them. Highly recommended."
